id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
1249																		0.25	0.25	0.25	
1250																			0.3	0.06	
1251																			0.2	0.18	
1252																			0.3	0.2	
1253																			0.236		
1254																			0.2	0.05	
1255																			0.2	0.16	
1256																			0.3	0.04	
1257																			0.08	0.06	
1258																			0.4	0.3	
1259																			0.15	0.2	
1260																			0.5	0.3	
1261																			0.1	0.027	
1262																			0.1	0.15	
1263																			0.2	0.16	
1264																			0.8	1.5	
1265																			0.075	0.075	
1266																			0.11	0.06	
1267																			0.6	0.2	
1268																			0.2	0.4	
1269																					
1270																			0.06		
1271																			0.1	0.1	
1272																			0.126	0.35	
1273																			0.15	0.3	
1274																			0.18	0.15	
1275																			0.5	0.1	
1276																			0.085	0.2	
1277																			0.072	0.094	
1278																			0.5	0.65	
1279																			0.4	0.5	
1280																			0.15	0.05	
1281																			0.3	0.1	
1282																			0.6	0.28	
1283																			0.25		
1284																			0.071	0.035	
1285																			0.2	0.2	
1286																			0.25	0.15	
1287																			0.073	0.066809	
1288																			0.75	0.65	
1289																			0.31	0.45	
1290																			0.15	0.1	
1291																			0.51	0.75	
1292																			0.2	0.1	
1293																			0.194	0.35	
1294																			0.2	0.1	
1295																			0.3	0.2	
1296																			0.25	0.15	
1297																			0.2	0.15	
1298																			0.7	0.6	
1299																			0.8	1	
1300																			0.185	0.12	
1301																			0.11	0.13	
1302																			0.12	0.12	
1303																				0.3	
1304																				0.2	
1305																				0.3	
1306																				0.48	
1307																				0.25	
1308																				0.3	
1309																				0.5	
1310																				0.75	
1311																				0.145	
1312																				0.3	
1313																				0.1	
1314											0.2	0.3	0.2	0.1	0.15	0.1		0.02	0.05	0.01	
1315											0.3	0.3	0.3	0.4	0.25	0.12048	0.05	0.026	0.007		
1316											0.25	0.25	0.18	0.18	0.13	0.14	0.16	0.098	0.127	0.165	
1317											0.1	0.1	0.1	0.1		0.05	0.03	0.02			
1318											0.2	0.1	0.1	0.149999	0.249878	0.199742		0.2			
1319											0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.05	0.05	0.05	
1320											0.3	0.1	0.1	0.05	0.05	0.05	0.02	0.035	0.045	0.015	
1321											0.6	0.3	0.17	0.08	0.05	0.05		0.1	0.018		
1322											0.35	0.25	0.2	0.243689	0.2	0.15	0.15	0.15	0.15	0.15	
1323											0.3	0.2	0.1	0.1	0.03	0.030004		0.029979			
1324											0.32	0.18	0.28	0.02	0.05966	0.059834	0.059757	0.03	0.02		
1325											0.5	0.3	0.2	0.2	0.1	0.1	0.1	0.05	0.025	0.035	
1326											0.15	0.05		0.02	0.02	0.01		0.01	0.06	0.022	
1327											0.15	0.15	0.1	0.1	0	0.049862	0.074975	0.119503	0.100104		
1328											0.35	0.15	0.15	0.098741	0.149281	0.149939	0.293704	0.18	0.299967	0.2	
1329											0.13	0.2	0.2	0.2	0.1	0.06	0.02	0.01	0.037	0.1	
1330											0.1	0.1	0.15	0.198741	0.199802	0.149916	0.2	0.249435	0.029734	0.0301	
1331											0.5	0.15	0.15	0.15	0.1		0.1	0.049355	0.100549		
1332											0.2	0.15	0.2	0.25	0.2	0.2	0.15	0.1	0.1		
1333											0.2	0.1	0.05	0.05	0.044176	0.1	0.02	0.05	0.05	0.03	
1334											0	0.1			0.06			0.1		0.1	
1335											0.2	0.1	0.05								
1336											0.1	0.1		0.1	0.15	0.05	0.1		0.05		
1337											0.2	0.1	0	0.02	0.05	0.02	0.052	0.028			
1338											0.5	0.25	0.17	0.1	0.1	0.1	0.06	0.025	0.02	0.02	
1339											0.3	0.2	0.15	0.15	0.1	0.099972	0.099917	0.03	0.03		
1340											0.1	0.2		0.05		0.09					
1341											0.15	0.15	0.1								
1342												0.1	0.06	0.06	0.05	0.03	0.025		0.025		
1343											0.3		0.2	0.3	0.3			0.1	0.115		
1344											0.3	0.25	0.25	0.1		0.1	0.1	0.101356			
1345											0.3	0.21	0.14	0.06	0.06	0.08	0.74	0.9	0.9	0.48	
1346											0.08	0.08	0.08	0.16	0.16	0.158838	0.079536	0.059722	0.07	0.12	
1347											0.2	0.2	0.2	0	0.2	0.1	0.2	0.1	0.02	0.03	
1348											0.2	0.2			0.1	0.1	0.1	0.06	0.088	0.075	
1349											0.28	0.3	0.4	0.25	0.25		0.3	0.5	0.2	0.17	
1350											0.1	0.15	0.1	0.05	0.035017	0.035017	0.03		0.15	0.07	
1351											0.3	0.4	0.6	0.5	0.26	0.2	0.1	0	0.1	0.1	
1352											0.3	0.1	0.1	0.2	0.05			0.1	0.05	0.05	
1353											0.5	0.6	0.3	0.25	0.16	0.18	0.15	0.15	0.5	0.152547	
1354											0.2	0.1	0.1	0.1		0.1	0.1	0.16	0.16	0.2	
1355											0.3	0.2	0.1	0.12	0.1	0.1		0.06	0.03	0.03	
1356											0.1		0.1	0.1	0.02	0.02	0.03	0.03	0.05	0.01	
1357											0.2	0.2	0.15	0.025	0.01	0.03		0.010008	0.015009	0.02	
1358											0.4	0.6	0.6	0.4	0.4	0.4	0.25	0.05	0.2	0.3	
1359											0.3	0.3	0.3	0.2	0.034979	0.019781	0.019997	0.035022	0.040065	0.060119	
1360											0.2	0.25	0.2	0.15	0.05	0.05	0.05	0.05	0.02		
1361											0.3	0.3	0.3			0.2	0.1	0.1	0.1		
1362											0.65	0.4	0.15	0.015		0.05	0.15	0.05	0.02		
1363											0.6	0.4	0.08	0	0.05	0.015					
1364											0.2	0.2	0.05	0.06	0.02		0.02		0.02	0.02	
1365											0.2	0	0.05	0.025	0.025	0.025	0.03	0.015	0.01775	0.020068	
1366											0.4	0.5	0.4	0.28	0.05	0.05	0.05	0.1	0.01	0.02	
1367											0.3	0.1	0.1	0.15	0.15	0.06	0.015	0.015	0.07	0.015	
1368												0.4	0.1	0.04	0.2	0.1	0.06				
1369											0.3	0.18	0.05	0.05	0.08	0.09	0.03	0.04	0.05	0.095204	
1370											0.25	0.2	0.2	0.1	0.2	0.149751	0.05	0.065353	0.020622	0.032688	
1371													0		0.025	0.022	0.019938	0.019985	0.057		
1372												0.25	0.129245	0.100252		0.1		0.1		0.04	
1373												0.3	0.15	0.1	0.1	0.02	0.02	0.05			
1374												0.2	0.1	0.04	0.016	0.012	0.019	0.015	0.021	0.014	
1375												0.3	0.08		0.05	0.03	0.03	0.08	0.030066	0.03	
1376											0.35	0.4	0.2	0.15	0.100011	0.100002	0.08	0.02	0.02	0.02	
1377												0.3	0.1	0.08	0.1	0.05		0.02	0.05	0.1	
1378												0.1	0.1	0.1	0.099854			0.199969	0.2		
1379												0.2		0.2	0.05	0.05	0.05				
1380												0.3	0.1	0.059871	0.07095	0.133419	0.097615	0.056	0.089679	0.039	
1381											0.1	0.1	0.1	0.05	0.05	0.04	0.04	0.038684			
1382												0.15	0.1	0.05	0.06	0.1	0.195363	0.2	0.1	0.03001	
1383												0.2		0.05	0.015			0.11	0.108968	0.14	
1384												1		0.1	0.1	0		0.019734			
1385												0.2	0.2	0.2	0.2	0.1	0.039081	0.030011	0.03002	0.03	
1386													0.3		0.1	0.08	0			0.0236	
1387												0.5	0.3	0.1	0.015	0.015	0.1	0.02			
1388												1.5	0.4	0.5	0.5	0.05	0.05	0.25	0.018	0.018	
1389												0.5	0.2	0.198255	0.099548	0.019998	0.01	0.03	0.009611	0.010026	
1390												0.4	0		0.04	0.01					
1391														0.2			0.1	0.01	0.05		
1392												0.4	0.33	0.2	0.15	0.15	0.05	0.065	0.138	0.335	
1393												0.2	0.05	0.1	0.1	0.05	0	0.02			
1394												0.2	0.06		0.05	0.03		0.01	0.015		
1395												0.6	0.15	0.12	0.05	0.03	0.03	0.015		0.02	
1396												0.3		0.2	0.2					0.15	
1397												0.3	0.1		0.15	0		0.098176	0.098153	0.03	
1398												0.3	0.15	0.15	0.1	0.1	0.100398	0.05	0.1	0.13	
1399													0.12			0.02	0.02	0.025			
1400												0	0.05		0	0.05	0.05				
1401												0.2	0.1		0.01	0.01	0.017	0.009	0.023	0.008	
1402													0.12	0.12		0			0.012	0.015	
1403												0.1	0.02	0.024	0.006	0.01	0.002	0.002	0.01		
1404												0					0.056	0.01	0.019987	0.03	
1405												0.1	0.05	0.1	0.1	0.05	0.05	0.029893	0.03		
1406												0.2	0.1	0.1	0.1	0.005	0.005	0.005	0.005	0.005	
1407												0.05	0.05	0.015	0.024794	0.03	0.014841	0.05	0.06		
1408												0.3	0.15		0.03	0.053	0.01	0.029137	0.039791	0.02	
1409												0.3	0.5	0.5	0.1	0.1	0.1	0.1	0.1	0.1	
1410												0.5	0.3	0.5	0.12	0.13	0.1	0.02	0.15	0.03	
1411												0.3	0.15	0.05		0.05	0.05			0.02	
1412												0.5	0.4	0.2	0.2	0.04		0.01	0.03	0.025	
1413												0.2	0.2	0.05	0.1	0.05	0.05	0.05	0		
1414												0.15	0.073	0.05	0.031475	0.046	0.031	0.028			
1415												0.12	0.1	0.1	0.15	0.04					
1416													0.065	0.025	0.025	0.02	0.011	0.01			
1417												0.45	0.03	0.03	0.08	0.049893	0.029951	0.03	0.15	0.299665	
1418												0.12	0.1	0.1	0.1	0	0.1	0.05	0.05		
1419												0.2	0.1	0.06	0.06	0.1	0.1	0.1	0.101626	0.1	
1420													0.195637	0	0.1	0.050551		0.007	0.016682	0.03	
1421												0.4									
1422												0.15	0.07	0.045	0.065	0.028	0.028	0.032	0.12	0.12	
1423												0.25	0.2	0.25	0.25	0.099517	0.242629	0.11894	0.199927		
1424												0.12	0.08	0.08	0.1	0.05	0.08	0.05	0.05	0.045	
1425												0.6	0.1	0.1	0.1	0.092846	0.3	0.15	0.099931	0.1	
1426														0	0.01	0.018		0.01			
1427												0.1		0.05	0.035	0.02	0.02	0.01	0.01	0.008	
1428												0.5	0.08				0.07	0.15	0.1	0.060051	
1429												1	0.3	0.248502	0.198716	0.1	0.15	0.15	0.15	0.153062	
1430												0.2	0.16	0.1	0.100186	0.05	0.05		0.195334	0.1	
1431												0	0.1	0	0.06	0.04	0.04	0.1	0.3	0.65	
1432												0.2	0.25	0.3	0.2	0.1	0.1	0.01	0.13	0.5	
1433												0.1	0.1	0.1	0.05		0.02		0.02	0.035	
1434												1.2	0.6	0.6	0.993734	0.499967	0.499939	0.275	0.3	0.2	
1435												0.2	0.1	0.02	0.03	0.04	0.02		0	0	
1436												0.12	0.5	0.1	0.05	0.025	0.020052	0.015046	0.010048		
1437												0.28	0.6	0.45	0.3	0.15	0.2	0.25	0.45	0.35	
1438												0.4	0.195637	0.3	0.050032	0.016338	0.010432	0.010466	0.01		
1439												0.2	0.05	0.05	0.05	0.1	0.05	0.065	0.08	0.08	
1440												0.2	0.1	0.05	0.1	0.05	0.05	0.058999	0.149988		
1441												0.2	0.1	0.099805	0.05	0.15	0.05	0.121272	0.03	0.02	
1442												0.3	0.1	0.15	0.06	0.03			0.05	0.1	
1443												0.6	0.2	0.08	0.04	0.06	0.044	0.03	0.037	0.015	
1444												1.23				0.4	0.2				
1445												0.6	0.2	0.1	0.05	0.06		0.02	0.01	0.01	
1446												0.3	0.15		0	0.05	0.05	0.05	0.08		
1447												0	0.05	0	0.05	0.03	0.05	0.1	0.05		
1448												0.15	0.2	0.1	0.01	0.015	0.05	0.08	0.08	0.08	
1449												0.5	0.5	0.15	0.1	0.1	0.013	0.011			
1450												0.5	0.15		0.1	0.1	0.05		0.05		
1451													0.2	0.1	0.1	0.1	0.1	0.05	0.015005	0.015002	
1452												0	0.3	0.25	0.05	0.05				0.03	
1453												0	0.2						0		
1454												0.3	0.2	0.15	0.1	0.15	0.07	0.1	0.12	0.12	
1455												0.2	0.15	0.15	0.2	0.1	0.1	0.08	0.05		
1456												1	1	0.6	1	0.5	0.6	0.26	0.33	0.5	
1457												0.3	0.2	0.2	0.16	0.135	0.12		0.030235	0.034	
1458												0.15	0.15	0.08	0.05	0.035	0.04	0.045	0.016		
1459												0.135	0.06	0.05	0.06	0.04	0.05	0.05	0.04	0.07	
1460												0.5	0.6	0.5	0.2	0.2	0.1	0.06	0.1	0.1	
1461												0.5	0.2	0.2	0.1	0.05	0.03	0.03	0.03	0.060022	
1462												0.3	0.5	0.04	0.03	0.02	0.004	0.003	0.006		
1463												0.3	0.15	0.1	0.1	0.15	0.1	0.1	0.1	0.05	
1464												0.5	0.1	0.2	0.2	0.3	0.15	0.15	0.2	0.2	
1465												0.8	0.28	0.19709	0.280072	0.050251	0.02	0.01	0.01	0.015	
1466												0	0	0.15			0.1	0.1			
1467												0	0.16	0.05	0.04						
1468												0.3	0.3	0.03	0.1	0.1	0.581936	0.050024	0.04		
1469												0.3	0.2	0.15	0.2	0.05	0.022	0.017	0.028	0.021	
1470												0.26	0.4	0.05	0.05	0.1	0.1	0.04	0.02		
1471												0.3	0.2	0.01	0.03	0.02		0.02	0.02	0.02	
1472													0.1	0.2	0.1	0.1		0.1	0.1		
1473												0.3	0.3	0.11	0.1	0.1	0.025	0.05			
1474												0.5	0.3	0.2	0.05	0.01		0.01	0.02	0.1	
1475												0.3	0.4	0.12	0.12	0.2	0.1	0.025	0.07	0.04	
1476												0.5	0.2	0.049005	0	0.098308		0.049996		0.01	
1477												0.2	0.2	0.16	0			0.1			
1478												0.1	0.1	0.1	0.1	0.1	0.07	0.03	0.038	0.025	
1479												0.5	0.25					0.021			
1480												0.3	0.200232	0.2	0.147765	0	0.03	0.05	0.03	0.03	
1481												0.8	0.6	0.5	0.48769	0.5	0.3	0.1	0.06	0.04	
1482												0.1	0.1	0.15	0.15	0.1	0.05	0.05	0.05	0.05	
1483												0.2	0.2	0.1		0	0.04	0.04	0.03		
1484												0.2	0.2	0.1	0.05	0.05	0.1	0.2	0.05	0.05	
1485														0.01	0.01	0.02	0.01	0.01	0.01	0.01	
1486													0.2	0.1	0.1	0.05	0.1	0.2	1.1		
1487												0.2	0.1		0.1	0.024955	0.01	0.015	0.015	0.022	
1488													0.2	0.1	0.15	0.06	0.03	0.033	0.047	0.028	
1489												0.1	0.1	0.15	0.05	0.1	0.049975		0.1	0.15	
1490													0.15	0.1	0.1	0.08	0.03	0.03	0.05	0.035	
1491													0.5	0.1	0.5	0.2	0.07	0.02	0.02	0.08	
1492												0.5	0.4	0.35	0.225	0.159873	0.089938	0.037088	0.042		
1493													1	0.5	0.5	0.3	0.2	0.25	0.35	0.2	
1494													0.3	0.3	0	0			0.049917	0.1	
1495													0.3	0.1	0.03	0.07		0.04	0.04	0.02	
1496												0.2	0.2	0	0.025	0.0568	0.03	0.025	0.03		
1497													0.2	0.15	0.03	0.045	0.03	0.04	0.2	0.08	
1498													0.1	0.05	0.05		0.002	0.005			
1499												0.5	0.3	0.2	0.1	0.1	0.05	0.05	0.1	0.05	
1500													0.4	0.06	0.03	0.01	0.01	0.01	0.01	0.02	
1501													0.2	0.1	0.05	0.02	0.05	0.02			
1502													0.5	0.1	0.2	0.05	0.029926	0.03	0.05	0.2	
1503													0.3	0.3	0.2	0.1	0.1	0.2	0.1		
1504													0.7	0.689054		0.25		0.15			
1505													0.2		0.2	0.1	0.15	0.3	0.101315	0.2	
1506													0.3	0.15	0.1	0.1	0.1	0.05	0.05	0.015	
1507														0.099875	0.1	0.02	0.01	0.01	0.01		
1508													0.5	0.1		0.1	0.025	0.1	0.2		
1509													0.3	0.4	0.2	0.2	0.2	0.2	0.2	0.21	
1510													0.1	0.03		0.009633	0.015	0.015	0.02	0.015	
1511													0.2	0.15	0.1	0.1	0.08	0.3	0.1		
1512													0.04	0.08	0.04	0.045	0.1	0.15	0.18	0.5	
1513													0.5	0.4	0.1	0.3	0.199797	0.18	0.25	0.66807	
1514													0.3	0.1	0.1	0.05	0.05	0.03	0.03	0.1	
1515													0.2	0.3	0.23	0.1	0.21	0.034	0.085	0.103	
1516													0.1	0.1	0.05	0.1	0.06	0.035	0.2	0.130048	
1517													0.2	0.2						0.03	
1518													0.1	0.01	0.02	0.019402	0.016769	0.1	0.020248	0.013542	
1519													0.2	0.1	0.08	0.065	0.035	0.03	0.012		
1520													0.1	0.1	0.1	0.05	0.012	0.01	0.05	0.06	
1521													0.03	0.04	0.1	0.1	0.1	0.12	0.15	0.16	
1522													0.1	0.05	0.06	0.1	0.1	0.1	0.05	0.05	
1523													0.15	0.1	0	0.05	0.1	0.05	0.15	0.05	
1524													0.6	0.3	0.15	0.03	0.015	0.055	0.1	0.12	
1525													0.3	0.1	0.1	0.1	0.03	0.06			
1526													0.2	0.1	0.15	0.05	0.09	0.01	0.01	0.02	
1527													0.1	0.08	0.08	0.08	0.085	0.086		0.075	
1528													0.1	0.03	0.03	0.030033	0.03	0.03	0.05	0.3	
1529														0	0.02	0.01		0.006		0.006	
1530													0.2	0.08	0.035	0.045	0.035	0.09899	0.12		
1531													0.4	0.05	0.05	0.08	0.07	0.06	0.07	0.081431	
1532													0.6	0.3	0.1	0	0.03		0.019981	0.03	
1533													0.5	0.15	0.05	0.135811	0.059864	0.3	0.12		
1534													0.5	0.3	0.3	0.15	0.07	0.05	0.04		
1535													0.1	0.05	0.05	0.02				0.05	
1536														0.1	0.05	0.02	0.01	0.01	0.06	0.035	
1537													0	0.1	0.15	0.2	0.01		0.014973	0.005	
1538													0.3	0.05	0.05	0.1	0.05	0.05	0.05	0.050153	
1539													0.16	0.1	0.1	0.1	0.1	0.2	0.12	0.245	
1540													0.2	0.15	0.1	0.13	0.098191	0.15	0.15	0.15	
1541													0.1		0.06	0.03	0.06	0.05	0.05	0.060024	
1542													0.2	0.15	0.2	0.3	0.15	0.15	0.2	0.25	
1543													0.2	0.025	0.042	0.04	0.023707	0.01			
1544													0.2		0.06	0.1	0.06	0.014157			
1545													0.27	0.2	0.18	0	0.05	0.1	0.13		
1546													0.6	0.06	0.1	0.1	0.03	0.06	0.08		
1547													0.25	0.1	0.1	0.1		0.08	0.05		
1548													0.1	0.1	0.08	0.02	0.03	0.025	0.03	0.03	
1549													0.2	0.199498	0.1	0.1	0	0.03		0.02	
1550													0.1	0.097958		0.099995	0.017331	0.02	0.050076	0.010029	
1551													0.2	0.02		0.01	0.018	0.029	0.031		
1552													0.15	0.05	0	0.02	0.02	0.009965	0.048969	0.1	
1553													0.3	0.1	0.2	0.1	0.1	0.025	0.025	0.025	
1554													0.2	0.1	0.1	0.1	0.034091	0.05	0.07	0.04	
1555													0.5	0.2	0.05	0.05	0.05	0.05	0.05	0.1	
1556													0.3	0	0.2	0.02	0.03	0.03	0.03		
1557													0.2	0.1	0.1	0.1	0.05	0.055	0.061058	0.04	
1558													0.1	0.1		0.02	0.03		0.024934	0.015	
1559													0.25	0.1	0.15	0.05	0.257998	0.22	0.2		
1560													1	0.4	0.1	0.1	0.1	0.04	0.2	0.05	
1561													0.05	0.097875	0.047319	0.1	0.07	0.1	0.06	0.05	
1562													0.1	0.07	0.199907	0.13	0.08	0.065	0.014983	0.019981	
1563													0.08	0.1	0.1	0.1	0.05	0.05	0.05	0.02	
1564													0.2	0.1		0.085	0.053	0.015	0.02	0.028	
1565													0.3				0		0.02		
1566													1	0.5	0.35	0.5		0.15	0.1	0.1	
1567													0.246	0.17	0.15	0.16	0.11	0.1	0.125	0.15	
1568													0.22	0.11	0.11	0.1	0.02	0.03	0.1	0.01	
1569													0.3	0.015	0.015	0.015		0.02	0.02	0.1	
1570													0.3	0.2	0.05	0.05	0.02	0.04	0.06	0.05	
1571													0	0.034	0.025	0.03		0.01		0.04	
1572													0.3	0.1	0.16	0.040013	0.04	0.01	0.01	0.020062	
1573													0.1		0.1	0.08	0	0.02			
1574													0.05	0.1	0.1	0.1	0.05	0.05	0.015	0.015	
1575													0.12	0.07	0.05	0.02	0.02	0.05	0.03		
1576													0.3	0.1	0.1	0.1	0.1	0.02	0.02	0.01	
1577													0.3								
1578													0.3	0.2	0.03	0.2	0.199615	0.2			
1579													0.1	0.2	0.02	0.05	0.03	0.02	0.02		
1580													1.5	0.2	0.14982	0.098657	0.099732	0.048254	0.050203	0.061444	
1581													0.3	0.3	0.15	0.07	0.07	0.1	0.1	0.1	
1582													0.5	0.3	0.1	0.05	0.05	0.015	0.03	0.015	
1583													0.2	0.05	0.12	0.050001		0.048811	0.079781	0.060029	
1584													0.4	0.3	0.1	0.029934					
1585													0.12	0.12	0.02	0.015	0.01	0.01		0.15	
1586													0.3	0.15	0.03		0.03	0.05	0.015	0.06	
1587													0.2	0.02	0.01	0		0.022			
1588													0.2	0.05	0.05	0.1	0.1	0.1	0.03		
1589													0.1	0.05	0.01	0.02	0.02	0.01			
1590													0.09	0.2	0.049511	0.049953	0.049963	0.05	0.021	0.015	
1591													0.15	0.08		0.016				0.025	
1592													0.8	0.1	0.01	0.15	0.01	0.011	0.005	0.01	
1593													0.2	0.2	0.2	0.09998	0.119905	0.139114	0.16	0.14	
1594													0.1	0.2	0.149317	0.1	0.1	0.1	0.05	0.1	
1595													0.8	0.25	0.4	0.2	0.2	0.2	0.1	0.2	
1596													0.11	0.12	0.105	0.07	0.028	0.048	0.057		
1597													0.3	0.3		0		0.06		0.05	
1598													0.1	0.13	0.14	0.15	0.06	0.01	0.03		
1599													0.2	0.15	0.08	0.09	0.035	0.021	0.011392	0.012	
1600													0.2	0.6	0.17	0.09	0.08	0.1	0.028		
1601														0.2	0.1	0.1	0.1	0.05	0.05		
1602													0.2	0.2	0.1	0.35	0.1	0.05		0.02	
1603													0.25	0.5	0.5	0.6	0.2	0.1	0.15	0.152601	
1604													0.5	1	1	0		0.12	0.1	0.11	
1605													0.065	0.15	0.15	0.1	0.07	0.13	0.11	0.08	
1606														0.06	0.015	0.01	0.003	0.030002	0.036009	0.031989	
1607													0.5	0.75	0.5	0.358599	0.36	0.36	0.3	0.3	
1608													0.15	0.1	0.01	0.1	0.05	0.08	0	0.01	
1609														0.1	0.03	0.1	0.060091	0.01	0.019665	0.02	
1610															0.03	0.02	0.01				
1611													0.1	0.08	0.05	0.036	0.05	0.05	0.02		
1612														0.15	0.2	0.15	0.05	0.1	0.06	0.045	
1613														0.3	0.2	0.2	0.2	0.1	0.03	0.030106	
1614													0.335	0.334	0.098	0.111032	0.136	0.06	0.057205	0.065236	
1615															0.22	0.2	0.1	0.068	0.2		
1616														0.1	0.1		0.1	0.1	0.2	0.02	
1617													0.2	0.1	0.022	0.01	0.01	0.01	0.038	0.123	
1618															0.05	0.05	0.05	0.08	0.051		
1619														0.11	0.1	0.055	0.035013	0.050036	0.029464	0.030002	
1620														0.15		0.03	0.03				
1621															0.05	0.05					
1622														0.35	0.08	0.1	0.04	0.06	0.05	0.09	
1623														0.1	0.056	0.029	0.017	0.019	0.01		
1624														0.3	0.1	0.1	0.06	0.1	0.1	0.1	
1625														0.1	0.07	0.020024	0.002976	0.003	0.005012		
1626														0.2	0.1	0.05	0.081326	0.138039			
1627														0.2	0.12	0.125	0.045	0.061		0.056	
1628														0.134	0.111	0.177	0.355	0.1	0.06	0.06	
1629														0.1	0.1	0.1		0.03	0.03	0.03	
1630														0.1	0	0		0.05	0.095	0.045	
1631														0.8	0.05	0.059859	0.042	0.07	0.070741		
1632														0.1	0.05	0.04	0.04	0.02	0.005024		
1633														0	0.26	0.09		0.025	0.029892	0.07082	
