id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
607										23.29	9.56	21.99	16.97	7.95	8.18	14.55	9.17	10.94	13.52	12.29	5.09
608										25.5	11.51	21.06	19.08	10.08	5.75	12.32	9.7	18.7	17.62	15.35	9.17
609										49.7	32.79	28.69	26.53	11.07	12.2	16.48	17.68	25.9	23.42	12.41	5.6
610										31.87	6.95	15	12.72	7.32	6.72	7.11	8.07	16.01	21.4	10.99	6.33
611										140.45	25.25	28.66	22.3	7.75	5.39	8.43	14.13	22.79	17.11	18.85	9.99
612											6.89	14.62	18.15	10.87	7.49	11.47	8.81	11	8.06	7.8	7.86
613											15.2	26.39	24.72	26.5	12.8	8.71	11.99	10	4.44	4.31	2.96
614											11.86	20	31.25	13.83	12.84	14.78	17.39	39.38	30.48	17.71	11.7
615											12.91	37.18	21.75	8.8	5.86	5.56	8.06	15.9	19.14	5.93	3.81
616											8.85	23.11	22.44	12.87	11.14	16.67	17.8	21.42	20.13	9.04	4.47
617											6.54	21.48	10.98	5.58	7.09	6.54	8.26	24.5	16.09	9.14	9.88
618											7.88	17.79	14.02	7.39	6.24	6.71	9.07	22.91	23.19	10.05	6.8
619											8.16	12	10.85	5.73	5.07	6.79	19.8	21.77	18.45	12.38	3.67
620											6.16	15.1	16.85	6.48	4.92	4.06	8.93	12.8	13.15	7.14	4.7
621											13.18	17.9	22.6	6.11	4.66	4.08	6.33	13.85	16.96	20.02	11.12
622											7.06	13.78	17.15	7.56	6.02	8.18	9.91	21.36	26.75	16.92	9.31
623											14.86	29.79	40.8	37.9	15	15.19	20.65	15.88	11.05	7.96	5.49
624											17.9	30.99	34.89	8.3	7.89	9.61	8.62	19.18	11.08	7.29	6.76
625											27.69	21.83	37.7	31.7	23.03	22.49	19.41	11.39	12.2	8.1	7.28
626											12.9	15.35	10.38	7.93	4.63	5	10.21	16.95	17.9	10	4.68
627											16.46	24.38	24.58	10.51	5.83	6.87	9.34	10.99	8.99	5.25	2.75
628											18	24.92	15.88	12.71	14.2	24.62	19.05	14.9	11.98	11.71	3.44
629											15.56	25.49	19.76	16.48	7.33	7.33	8.57	16.15	13.49	7.19	2.55
630											4.97	11.58	11.51	7.7	13.74	10.43	16.49	23.38	12.39	12.21	8.06
631											6.27	11.38	18.4	6.5	5.95	7.69	10.06	23.71	13.55	18.23	9.76
632											23.89	34.23	50.39	20.95	15.5	22.84	24.96	38.45	31.02	19.6	19.61
633											9.46	23.25	15.58	7.3	8.23	11.34	8.68	21.72	15.04	8.68	5.4
634											4.81	10.86	10.47	9.36	7.31	5.37	6.91	7.65	6.72	5.15	4.42
635											13.85	47.99	25.68	12.65	12.17	14.17	12.58	9.03	8.61	6.29	5.09
636											13.21	21.89	31.11	22.42	16.35	29.15	18.92	39.5	24.17	18.2	10.17
637											9.79	15.76	16.3	5.81	4.38	6.55	13.48	16.88	5.25	4.28	4.28
638											10.47	19.7	18.55	14.16	5.82	14.68	15.36	29.76	23.54	9.4	7.27
639											23.5	36.19	79	35	30.3	47.85	26.65	37.05	27.09	59.14	24.64
640											7.12	18.85	14.63	11.8	6.09	6.41	7.86	16.36	15.29	11	6.82
641											13.21	17.34	22.99	8.04	6.26	7.62	10.27	21.28	13.31	10.58	6.79
642											7.42	16.43	16.25	9.4	8.4	6.43	10.17	14.65	9.35	11.91	10.06
643											12.08	16.78	22.37	26.88	9.6	8.96	8.7	17.98	21.58	11.4	11.45
644											9.5	15.9	14.33	9.56	6.74	10.61	15.77	29.1	15.92	10.26	5.15
645											38.1	72.38	83.88	49.6	46.35	40.88	21.95	36.9	13.68	23.09	11.46
646											30.15	52.49	54.38	30.51	23.17	13.74	16.21	9.98	11.5	10.62	8.38
647											12.25	21.21	27.2	17.23	10.72	13.21	14.02	22.2	14.65	10.06	6.5
648											6.97	13.7	10.3	10.62	11.01	12.56	6.37	18.32	15.69	4.04	2
649											6.37	11.51	10.14	4.06	4	14.35	22.39	13.68	11.57	14.82	7.29
650											23.89	27.65	54.67	24	37.7	35.08	24.53	34.6	26.52	17.35	6.88
651											44.5	28.72	15.07	7.79	6.98	9.88	11.07	22.68	18.03	16.97	16.01
652											7	12.54	14.28	8.18	6.6	6.41	8.17	16.98	13.64	7.99	13.82
653											7.85	14.47	11.28	7.09	10.85	7.05	8.04	7.96	6.98	7.95	3.98
654											15.99	16.02	19.58	5.06	5.49	7.17	9.96	10.02	8.92	10.25	3.88
655											5.1	18.35	17.29	8.75	7.79	8.5	9.99	14.12	11.94	12.41	6.61
656											12.22	37.65	25.3	11.3	13.5	19.9	10.49	20.71	18.09	13.59	4.66
657											13.99	52.42	26.58	11.56	6.86	6.88	7.75	18.07	11.53	8.57	8.7
658											19.02	34.85	30.53	14.95	6.93	10.47	11.46	13.26	8.63	6.97	3.3
659											10.33	43.2	41	18.88	19.5	20.99	14.8	18.87	16.18	10.62	9.43
660											42.1	28.12	26.05	20.53	22.59	13.78	14.01	16.3	16.45	18.05	7.42
661											25.22	37.08	34.64	23.94	13.62	47.5	45.11	39.77	23.09	19.85	8.01
662											24	36.41	39.87	23.45	13.15	27.04	23.2	53.3	24.94	20.47	13.22
663											25.5	35.75	34.09	11.4	9.1	7.73	11.44	15.89	12.36	11.64	10.84
664											16.78	55.36	43.9	31.23	13.68	14.66	13.51	10.41	8.73	6.68	3.91
665											10.2	14.49	16.09	7.63	4.64	8.16	10.06	26.73	6.42	4.22	2.95
666											13.9	24.6	18.1	9.81	10.55	14.08	14.82	25.5	12.43	16.2	13.14
667											6.33	9.93	11.37	5.54	5.88	12.36	21	45.2	23.1	11.96	3.24
668											25.5	40	39.79	19.25	8	19.74	16.79	38.9	11.92	7.74	4.22
669											16.46	18.74	23.7	18.96	27.2	28.17	24.8	29.27	20.9	14.26	9.02
670											4.82	8.55	9.95	6.03	5.88	5.36	5.63	9.75	4.23	2.79	1.67
671											18.13	35	22.35	11.59	5.03	6.62	7.17	8.53	13.28	9.73	5.73
672											4.12	11.72	12.34	5.73	5.79	6.1	10.11	12.69	19.1	15.06	9.02
673											20.88	32.7	47	16.94	6.4	9.25	8.45	8.14	5.76	4.33	4.07
674											11.9	22.17	20.93	15.88	8.22	10.26	10.81	12.6	9.59	8.44	7.39
675											21.26	36.12	26.67	16.12	9.73	28.2	61.6	56.21	31.42	23.02	17.86
676											27.7	22.65	34.83	25.97	13.06	12.33	10.55	6.71	5.01	3.29	2.31
677											10.88	21.77	16.6	7.72	5.76	8.33	11.77	18.55	14.34	9.37	4.63
678											33.1	49.97	39.4	12.24	15.25	26.37	33.34	19.53	21.69	39.96	12.95
679											17.17	27.25	26.92	9.06	6.11	4.42	6.85	11.04	10.6	5.74	4
680											21.13	32.28	50.49	32.31	20.73	15.9	17.1	40.6	19.9	23.59	9.56
681											16.36	19.89	11.66	8.36	6.61	7.02	6.56	12.52	9.06	7.22	5.07
682												28.07	24.94	12.73	13.83	15.29	18.35	23.3	18.37	16.2	12.8
683												29.7	15.24	8.55	5.15	4.69	8.23	30.1	15.03	8.62	5.04
684												34.46	23.8	15.5	9.04	11.56	12.63	13.89	14.36	5.87	3.16
685												25.9	16.56	9.07	10.32	11.86	10.7	23.41	18.25	14.4	6.64
686												50.75	30.03	18.23	7.83	12.26	27.02	67.7	17.15	10.3	7.11
687												41.25	23.46	11.75	9.35	12.86	36.88	61.4	13.97	7.66	3.87
688												33.21	45.89	32.34	19.41	37.22	37.16	64.83	78.5	29.4	26.86
689												15.88	18.7	9.8	7.61	8.26	16.82	16.05	13.8	14.09	8.36
690												21.39	32.5	10.71	6.34	5.75	8.62	22.32	7.77	5.72	3.35
691												44.1	24.3	6.6	5.72	8.8	12.88	20.68	14.07	8.98	4.25
692												56.47	31.18	11.32	13.99	15.76	15.04	16.23	7.6	11.15	5.08
693												45	26.3	14.96	11.79	16.3	7.93	14.5	16.79	9.74	5.46
694												24.15	24.87	16.4	14.44	21.74	22.44	41.58	44.29	33.88	25.02
695												27.22	15.88	14.25	9.46	7.61	10.73	11.68	8.13	5.68	4.51
696												33.78	34.52	17.52	10.98	16.54	22.55	34.58	24.22	11.68	4.87
697												48.06	35.97	15.84	8.72	10.5	11.28	32.31	22.58	13	9.63
698												23.84	19.21	10.07	5.94	5.74	8.04	17	16.81	7.02	4.49
699												42.49	34.98	25.13	18.89	32.66	29.5	51.71	22.7	14.29	5.66
700												41.06	72.88	75	43.25	23.81	25.76	18.24	13.45	14.8	8.65
701												88.73	72.19	24.23	38.3	34.4	35.45	30.12	29.24	45.19	20.89
702												24	18.08	7.76	6.2	5.93	9.2	23.59	18.03	11.83	7.73
703												64.89	68.83	15.21	12.61	20.77	17.05	21.38	15.79	7.46	5.1
704												28.02	20.69	12.8	11.68	9.53	11.62	14.51	13.09	11.28	5.96
705												23.32	15.3	12.8	8.44	7.23	8.97	19.21	13.81	8.98	5.9
706												25.03	35.95	14.83	10.68	9.63	12.65	21.99	21.22	14.4	16.54
707												33.33	20.28	10.06	7.16	7.71	7.15	12	9.54	8.98	5.41
708												35.2	16.42	11.1	5.38	8.06	8.51	21.82	21.7	17.3	8.46
709												31.79	19.74	12.77	13.73	11.16	15.13	17.82	7.44	17.52	8.84
710												31.5	41.92	19.98	17.55	17.69	13.42	13.65	10.28	7	4.65
711												113.99	224	128.97	93.37	40.82	79.05	68.54	70.6	115	94.72
712												19.57	11.66	5.16	6.32	7.33	7.21	6.39	5.19	4.62	2.88
713												33.36	28.7	15	9.92	5.17	6.09	9.22	8.06	4.95	3.22
714												27.4	19.51	6.14	6.78	5.47	11.72	11.28	8.4	11.31	5.34
715												31.83	19.89	10.37	9.99	7.92	8.25	24.65	14.74	12.2	4.45
716												61.21	28.65	19.32	11.25	16.7	18.83	18.78	14.21	14.77	8.34
717												110.88	137.99	86.75	62.69	32.51	18.47	26.46	14.15	20.17	6.96
718												37.54	30.72	17.8	17.1	11.74	12.28	13.97	15.05	23.4	23.17
719												47.01	26.36	9.31	9.94	18.57	23.89	27.8	8.75	6.79	3.13
720												40.82	57.7	40.5	18.12	16.03	11.1	14.8	23.3	32.4	22.58
721												27.07	17.1	9.98	7.01	6.83	5	8.47	7.62	6.2	2.87
722												69.18	76.95	42.4	29.73	44.9	54.8	96.01	60.29	21.63	11.81
723												31.13	19.53	8.95	7.23	8.83	8.68	20.29	13.65	11.49	6.99
724												70.77	44.93	22.09	30.9	19.7	19.2	13.24	12.35	12.68	8.35
725												33.13	20.02	17.1	11.9	17.9	29.88	15.3	10	7.09	6.34
726												31.28	21.99	9.73	11.95	7.55	10.3	20.33	21.34	15.81	15.29
727												51.18	39.2	15.17	9.6	9.16	10.83	27.43	15.61	21.69	13.45
728												26.61	25.3	13.86	6.7	6.31	7.59	13.21	10.71	12.39	5.16
729												61.88	77.77	37.75	15.8	13.44	12.11	25.27	23.86	18.78	9.08
730												40.57	29.61	18.2	16.8	14.08	21.95	37.46	15.14	6.82	1.31
731												34.62	40.36	10.22	12.24	17.65	19.9	31.58	29.86	23.75	9.99
732												33.18	39	19.8	15.3	9.59	10.85	15.63	8.01	4.77	2.91
733												31.27	57	14.49	11.61	12.27	19.41	21.04	16.31	11.42	6.99
734												39.66	39.49	47.2	33	14.95	13.4	12.03	8.8	10.45	7.51
735												26.55	20.16	10.21	5.82	9.77	8.1	13.72	10.73	6.88	5.6
736													49.31	13.65	9.37	12.22	27.85	27.9	14.12	6.52	3.25
737													17.58	10.16	9.54	5.46	6.83	15.48	12.29	8.82	4.32
738													29.15	11.44	11.12	9.36	15.42	27.08	17.8	10.26	8.96
739													19.95	11.78	9.84	14.06	10.9	15.15	12.87	8.17	6.13
740													14.75	9.1	8.39	10.17	11.3	21.64	14.58	14.25	5.86
741													64.77	25.23	13.25	13.78	14.55	11.31	8.1	8.5	4.28
742													58.37	16.34	8.98	13.62	21.41	48	42.9	30.61	15.07
743													24.79	15.18	9.01	9.32	10.85	14.49	13.29	10.93	6.29
744													28.32	9.6	9.7	10.84	26.08	10.29	7.59	5.38	3.76
745													40.2	37	17.37	24.13	45.2	72.23	48.4	14.5	11.11
746													38.03	22.82	14.77	8.73	11.21	24.4	19.04	9.05	6.12
747													63.47	19.5	11.75	10.25	12.92	15.2	6.55	7.19	3.84
748													41.47	16.65	9.9	16.57	16.02	16.65	21.09	27.5	11.88
749													18.28	5.58	6.88	5.78	6.1	7.61	6.91	5.99	3.31
750													33.16	13.1	8.31	7.96	13.3	60.7	45.17	35.61	9.02
751													54.88	22.63	26.58	20.78	15.91	15.34	11.32	7.93	4.55
752													34.78	25.9	19.4	11.28	8.4	16.88	12.08	10.75	4.47
753													18.87	12	11.69	12.52	10.07	19.57	39.99	18.69	12.5
754													26.24	13.92	15.49	7.7	10.19	23.63	13.33	6.35	3.67
755													21.43	10.27	7.94	6.56	8.49	17.53	7.71	5.74	3.08
756													37.8	21.65	9.51	12.57	22.43	38.7	20.15	7.63	5.73
757													22.65	18.82	10.45	9.46	12.26	20.33	20.83	10.09	6.08
758													30.43	9.45	8.66	12.64	18.89	25.69	11.9	8.57	4.94
759													30.95	20.35	20.34	24.1	23.64	32.01	41.54	50.36	32.75
760													142.88	70	47.64	79.37	30.57	25.38	20.3	13.12	15
761													20.79	9.62	10.15	15.77	57.5	95.98	69.16	17.1	5.24
762													16.49	10.81	11.3	7.21	6.62	20.06	13.59	10.48	7.57
763													32.58	17.88	24.2	21.83	38.18	28.01	24.2	26.39	7.36
764													22.07	8.7	8.31	10.2	12.14	16.62	15.22	10.13	5.49
765													44.83	20.2	12.14	21.5	35	18.45	19.18	14.86	17.8
766													21.01	8.63	9.27	6.44	6.38	29.7	28.57	22.55	8.21
767													37.99	11.43	10.98	11.1	7.08	12.32	12.03	6.67	5.46
768													24.21	7.69	8.06	5.48	8.31	16.26	7	5.63	3.64
769													86.57	11.6	9.26	12.98	16.71	32.05	22.56	24.49	13.35
770													20.84	12.21	13.68	17.24	13.98	22.85	12.5	8.58	4.76
771													33.48	13.3	15.34	12.44	16.33	28.21	20.8	10.66	11.76
772													32.28	11.52	9.36	8.94	12.06	21.62	25.05	33.09	10.44
773													19.48	9.48	7.68	10.03	30.25	65.95	53.62	26.45	9.38
774													28.39	13.83	9.16	13.13	11.35	16.77	13.21	8.58	5.57
775													54.2	17.99	15.18	32.56	43.9	67.1	30.61	25.37	23.2
776													45.24	16.65	16.83	17.8	9.59	13.3	10.22	10.35	7.4
777													20.85	8.11	7.46	16.5	15.04	35.43	29.3	14.36	16.61
778													108.8	48	32.45	21.51	26.1	19.28	26.6	41.44	37.76
779													22.86	15.55	16.72	14.82	15.8	17.88	15.43	17.98	15.51
780													27.34	13.49	10.68	11.08	27	45.75	13.8	14.65	11.12
781													36.95	10.09	14.44	6.9	11.29	16.9	7.86	5.48	3.04
782													91.98	21.85	26.48	25.8	18.96	15.77	10.58	7.52	5.04
783													47.19	18.86	16.23	11	11.01	18.48	12.4	11.11	15.34
784													20	9.01	6.99	7.32	6.81	10.33	9.18	10.11	4.19
785													37.47	22.7	24.36	17.65	22.1	12.04	9.79	10.18	4.72
786													38.47	13.15	10.42	5.6	4.18	4.34	8.04	5.37	2.74
787													49.23	27.4	22.6	34.57	23.35	40.09	28.77	17.25	10.53
788													33.25	12.31	14.57	12.06	12.57	17.08	11.67	8.01	6.7
789													36.58	21.29	8.39	12.26	17.07	27.96	12.17	12.19	14.86
790													52.45	26.9	17.56	17.88	23.76	40.35	49.5	20.03	11.83
791													74.69	19.18	9.18	20.88	10.94	20.02	19.61	28.46	11.29
792													40.41	32.5	21.6	16.35	13.42	12.21	7.1	6.06	3.2
793													15.95	8.89	6.56	7.24	9.38	7.93	9.03	8.38	5.35
794													38.85	15.03	9.03	7.89	15.16	18.68	17.41	16.73	7.62
795													29.09	9.22	7.63	8.89	13.38	11.07	10.61	7.9	5.48
796													61.09	22.76	12.64	6.6	9.22	20.38	23.08	21.13	12.21
797													42.35	10.39	15.6	27.59	20.22	14.35	9.89	8.45	4.09
798													35.75	13.52	16.92	23.9	16.02	17.82	17.48	14.38	10.55
799													41.7	8.89	7.48	6.88	13.44	7.78	5.76	5.04	3.2
800													50	31.08	32.4	39.4	32.03	48.3	41.3	31.32	21.53
801													48.26	14.8	11.68	16.41	10.73	18.63	17.68	12.11	10.08
802													30.89	17.28	13.25	8.39	10.91	30.4	22.95	12.08	10.79
803													42.21	13.11	15.22	21.42	27.31	24.15	19.7	21.59	17.22
804													42	26.2	11.78	14.72	9.73	10.28	8.1	6.76	4.11
805													32.35	16.31	19.41	13.45	15.95	16.8	13.58	15.14	4.49
806													139.13	24.7	18.75	20.3	25.8	35.37	18.22	15.28	23.05
807													51.75	23.66	23.11	36.25	21.67	25.15	13.79	5.33	2.96
808													48.54	16.12	11.06	12.54	14.58	25.9	15.67	11.98	8.97
809													42.09	15.88	10.72	18.95	16.96	28.39	10.24	9.18	6.18
810													16.66	8.84	8.39	9.38	11.85	15.93	14.62	12.37	7.79
811													21	9.85	7.25	7.3	10.74	10.79	9.04	6.89	5.35
812													54.46	20.08	11.73	12.25	19.53	38.8	19.35	26.39	14.11
813													32.1	9.85	7.92	8.9	10.16	12.64	8.52	7.16	5.29
814													77.49	17.73	14.26	13.81	16.99	76.26	27.29	20.42	10.96
815													40.37	18.23	16.76	14.3	16.34	13.31	11	12.68	6.84
816													41.42	21.44	14	16.23	19.91	21.96	24.8	28.59	13.87
817													71	33.03	17.13	31.5	22.4	18.18	14.6	19.6	20.81
818													34	9.28	10.06	8.99	9.79	20.05	27.05	26.67	21.08
819													50	16.84	20	36.12	14.76	26.46	18.18	16.57	14.21
820													24.83	9.14	8.1	7.45	18.02	60.75	11.58	10	5.35
821													31.72	20.39	16.09	22.8	20.3	30.47	22.78	16.81	21.55
822													94.3	43	31.11	22.98	22.37	34.39	23.81	39	25.76
823													45.5	12.49	5.43	18.9	10.86	17.5	14.73	9.47	5.88
824													23.18	14.18	6.61	6.91	8.27	19.83	16.25	13.03	8.86
825													22	6.15	7.07	6.88	13.8	35.01	10.23	8.93	3.08
826													47.7	17.65	11.14	10.28	13.59	13.5	15.02	15.26	10.97
827													13.28	6.45	6.25	5.9	6.7	11.62	10.09	5.27	3.29
828													36.12	16.98	16.85	17.95	30.16	21.9	6.58	6.05	3.92
829													157.52	43.4	56.02	45.89	29.23	18.6	16.12	24.9	20.65
830													34.9	14.7	15.82	25.35	41.05	25.66	18.94	15.4	8.75
831													40.46	8.1	7.03	8.63	10.8	28.99	22.75	7.21	5.88
832													14.9	7.14	6.28	14.61	10	26.02	8.27	5.83	2.32
833													21.42	6.94	6.89	5.82	11.67	18.28	20.71	32	13.62
834													72.57	30.39	23.46	13.24	14.51	20.28	12.67	12.07	5
835													26.56	7.65	12.91	13.5	7.6	12.69	9.96	3.58	1.9
836													34.8	22.41	9.92	7.4	8.76	11.5	8.65	13.97	9.35
837													91	24.18	23	20.66	21.11	26.84	9.16	8.4	3.57
838													32.88	9.19	7.2	11.02	22.95	24.7	15.53	9.32	5.14
839													32.97	21.38	29.21	15.22	11.52	14.86	10.84	8.46	4.69
840													32.37	8.35	6.87	9.56	16	23.05	16	10.5	6.59
841													16.68	10.04	10.02	8.15	9.53	10.06	20.87	17.4	5.29
842													67.11	15.66	15.3	18.45	29.18	19.25	6.85	5.89	4.52
843													76.98	16.9	20.24	42.1	23.75	30.25	8.27	6.89	2.8
844													36.45	22.7	12.47	12.62	20.31	27.91	20.7	7.08	5.73
845													42.55	18.15	14.75	31.9	26.24	32	20.79	23.35	20.56
846													33.47	16.19	12.4	16.07	17.92	19.05	16.34	19.69	9
847													52.98	15.21	12.7	15.1	22.64	22.15	13.38	9.95	6.66
848													14.3	6.93	5	4.05	8.06	17.15	13.96	12.51	7.56
849													24.81	8.94	8.35	7.58	6.44	17.78	10.94	9	5.31
850													38.58	9.3	9.87	8.14	11.2	20.7	15.6	13.83	9.48
851													22.85	12.25	8.28	9.38	18.18	28.05	15.01	12.93	1.96
852													27.1	10.64	9.05	10.82	29.99	37.1	22.42	10.27	7.91
853													78.92	30.24	22.4	19.28	14.7	9.65	9.88	5.27	2.93
854													46.88	22.82	26.91	11.98	17.27	14.26	11.04	9	5.38
855													43.85	16.05	6.6	8.48	10.58	16.9	13.28	17.32	10.38
856													31.9	22.72	24.3	24.3	28.97	38.1	19.11	22.2	7.64
857													17.06	12.6	6.9	9.3	7.51	14.55	15.88	29.67	12.17
858													29.73	14.9	11.49	18.2	18.3	9.14	9.4	6.13	3.46
859													45	19.58	9.16	10.39	7.85	11.25	10.18	7.79	5.2
860													30.5	10.22	8.4	10.52	14.02	19.19	13.63	11.46	4.09
861													36	9.04	10.39	11.28	8.71	11.09	12.77	9.59	5.03
862													69.19	18.53	41.97	48.08	18.96	31.02	34.28	20.59	9.19
863													42.09	13.2	9.72	8.25	10.37	13.4	11.61	11.73	8.04
864													37.98	24.04	9.58	8.2	11.81	37.8	34.4	23.25	14.35
865													27.47	8.7	6.29	7.01	12.62	19.64	17.69	11.88	8.37
866													49	20.76	19.31	23.44	15.08	62.93	26.51	71.75	22.08
867													19	9.35	8.73	9.51	12.81	15.27	12.05	11.8	4.4
868													22.56	7.82	7.96	15.05	26.7	50.62	42.53	26.04	14.45
869													17.06	6.6	4.42	3.69	4.79	6.46	4.78	5.33	7.17
870													28.84	17.49	14.44	14.66	17.56	81.27	78.2	28.2	8.7
871													40.76	23.16	28.85	20.78	19.32	16.69	11.65	9.59	7.8
872													55.13	26.95	32.2	30.25	40.39	140.75	32.45	53.21	29.32
873													32.01	22.82	10.47	19.98	12.97	20.99	10.52	7.65	5.06
874													25.55	10.26	7.92	7.17	14.58	39.13	30.22	24.69	16.45
875													78	29.3	22.25	14.55	14.53	16.15	8.92	6.6	3.84
876													19.24	12.83	14.47	21.3	26.9	20.34	7.9	9.15	6.32
877													27.02	12.69	12.17	9.61	10.99	10.06	6.06	4.05	2.68
878													42.6	12.03	7.68	7.02	12	26.7	11.34	9.79	5.71
879													31.61	7.71	7.15	21	26	33	28.55	10.69	6.58
880													49.5	39	14.44	11.03	10.53	23.95	13.56	8.42	6.2
881													55.97	34.9	27.68	33.42	27.68	31.95	20.75	23.44	14.06
882													27.95	13	9.42	9.23	7.91	9.98	10.46	5.62	4.46
883													57.3	23.02	18.7	10.34	8.76	16.91	5.02	4.44	1.5
884													17.57	11.2	10.32	10.2	11.2	14.25	13.16	5.45	4.6
885													69	12.4	12.5	16.18	11.3	12.8	11.35	7.2	4.88
886													49.75	20.69	16	12.8	17.49	13.88	9.07	5.12	2.8
887													84.76	23.57	20.65	19.6	15.13	29.25	9.25	8.02	5.79
888													29.95	10.1	7.72	10.16	11.36	11.53	11.79	5.45	3.65
889													30.7	16.88	11.15	20.21	14.78	25.9	16.43	9.3	6.16
890													27.6	21.8	8.03	6.59	10.9	15.14	21.1	26.27	7.59
891													14.9	8.3	7.19	7.73	4.23	6.28	10.21	5.42	3.82
892													39.7	17.58	9.42	5.92	8.89	14.2	9.03	4.82	3.34
893													24.41	8.3	8.1	9.56	23.34	29	16.6	11.96	6.63
894													37.91	18.76	8.91	10.2	13.59	10.84	7.57	6.01	2.64
895													23.14	9.83	10.96	10.56	8.63	11.44	9.68	4.91	4.21
896													20.81	11.63	9.75	14.99	20.5	19.38	15.54	12.6	7.88
897													20.95	11.86	12.5	17.05	9.36	16.2	12.66	7.47	5.38
898													63.96	17.09	10.88	8.34	12.13	15.5	15.42	14.35	10.09
899													31.29	14.16	13.39	18.39	13.6	26.5	13.84	8.88	6.08
900													31.57	8.59	5.56	6.39	16.99	8.59	6.17	3.98	3.15
901													55.8	14.72	15.48	16.58	21.8	28.3	4.95	5.27	1.92
902													42.3	12.73	9.36	9.01	12.73	8.74	6.86	13.33	6.64
903													44.87	16.4	9.04	7.48	8.17	7.44	4.3	3.31	1.99
904													52.8	16.4	19.09	14.01	27.92	12.58	12.27	10.37	2.83
905													30.3	23.01	9.13	14.66	12.18	25.5	12.92	8.71	3.94
906													91.26	30.98	24.5	9.99	19.72	15.84	14.39	5.54	2.35
907													26.85	13.08	9.11	8.17	16.79	30.2	7.91	6.27	3.65
908													27.9	10.88	7	15.21	7.28	8.49	3.54	2.84	1.62
909													44.51	13.42	5.11	2.33	1.91	10.35	5.52	4.27	5
910													27.14	14.79	23.62	37.8	28.8	18.77	13.38	16.77	21.6
911													37.35	16.03	18.35	39.48	32.6	44.95	36.8	48.1	20.19
912													31.25	16.99	14.24	9.02	12.27	20.95	12.68	9.01	2.37
913													21.85	10.54	9.38	11.07	8.81	17.73	6.95	6.31	3.59
914													40.1	23.6	20.89	11.71	9.8	11.68	19.9	16.28	8.52
915													35.5	13.78	9.39	11.84	20.39	22.6	16.33	18.07	5.31
916													53.55	16.71	9.98	10.19	11.07	19.49	16.24	10.03	6.5
917													43.23	16.84	13.61	19.12	11.16	14.8	9.29	7.64	5.33
918													46.06	21.48	12.35	14.4	22.94	26.4	17.22	8.27	4.19
919													21.08	8.93	8.12	11.64	18.2	14.4	6.56	5.22	2.84
920													26.78	18.48	8.68	7.9	14.41	60.54	33.56	22.21	3.71
921													37.15	20.2	9.69	18.9	16.02	35.3	21.39	16.37	7.2
922													50.45	15.47	13.06	13.34	18.61	23.75	22.4	6.1	3.49
923													45.8	23.12	12.31	16.66	26.9	26.45	11.85	10.32	7.23
924													40.9	11.79	14.76	7.89	10.63	12.5	10.75	9.13	5.57
925													42.52	16.4	15.74	14.35	19.18	18.53	17.99	8.8	4.89
926													21.15	10.3	5.3	4.97	6.57	9.45	6.7	5.16	2.95
927													31.01	9.99	6.86	6.32	6.29	10.6	10.64	6.35	4.59
928													25.77	13.11	5.86	5.5	7.5	11.62	10.12	6.25	1.88
929													26.69	14.06	12.17	10.98	16.35	21.99	13.41	9.9	5.36
930													51.54	14.95	7.92	16.25	11.48	13.58	7.36	5.13	3.64
931													21.49	11.89	7.88	11.44	15.03	25.69	21.14	15.39	6.79
932													22	13.21	5.77	5.85	7.69	23.71	32.23	24.06	6.59
933													25.32	13.43	15.79	9.67	15.28	13.75	6.88	8.1	4.45
934													37	20.95	16.92	22.96	10.3	15.26	15.1	6.22	4.94
935													34.66	8.62	6.23	6.39	6.52	9.85	10.28	6.74	4.41
936														18.14	13.72	11.77	18.29	19.32	11.16	10.82	5.35
937														11.04	6.91	7.1	8.22	12.27	6.51	4.72	3.22
938														21	14.4	21.73	26.24	66.5	14.12	14.51	9.27
939														19.75	11.4	14.29	15.83	16.59	32.38	9.79	10.25
940														22.8	11.62	9.69	15.25	12.61	10.06	8.86	4.83
941														10.5	9.19	8.67	17.4	16	11.06	6.43	4.1
942														13.86	12.37	9.98	17.78	9.98	7.85	7.6	4.62
943														30.01	13.21	11.49	13.42	20.2	19.8	13.67	7.02
944														15.9	12.58	12.69	12.38	13.59	8.1	7.37	4.3
945														18.14	18.01	12.72	11.1	18.21	17.4	22.88	12.85
946														13.45	10.34	11.12	27.84	29.65	28.14	15.73	10.82
947														14.28	12.52	16.8	15.31	10.86	11.14	8.67	5.86
948														18.01	15.61	16.4	12.96	32.67	9.07	5.09	3.77
949														17.65	9.58	10.5	16.42	13.28	9.45	7.97	5.29
950														16.48	11.83	13.33	9.63	17.08	14.43	10.88	6.69
951														26.18	15.3	15.46	14.5	12.6	10.15	6.54	5.41
952														25.22	20.8	35.32	20.34	22.1	7.22	5.43	3.8
953														21.19	19.77	30.2	20.42	32.97	19.91	9.16	4.6
954														9.98	10.66	11.3	10.38	16.84	16.08	9.5	5.12
955														14.72	13.9	26.4	11.89	14.21	12.3	9.33	5.17
956														11.95	10.27	12.62	10.65	13	8.17	4.72	2.71
957														11.16	10.64	27.36	42.74	48.86	16.4	20.54	9.44
958														17.5	7.24	10.06	12.78	18.49	10.39	7.63	5.11
