id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
2472						17.66	10.45	5.19	9.32	33.54	10.23	21.01	20.25	12.24	11.21	20.86	54.76	60.97	47.14	46.4	51.98
2473					23.41	17.94	10.47	4.35	3.77	8.37	3.54	9.83	11.11	8.21	8.95	15.88	26.93	59.08	19.18	10.69	6.3
2474							7.35	5.62	8.19	23.27	5.41	12.42	20.28	7.07	9.75	13.51	15.09	13.36	7.31	7.07	5.93
2475						6.18	7.22	5.02	5.42	10.03	5.36	11.29	12.46	6.67	6.16	5.93	9.1	18.25	15.55	9.08	6.29
2476						9.11	8.29	6.83	6.19	11.37	3.09	15.2	21.06	8.46	7.11	3.24	4.11	6.19	5.75	4.05	2.13
2477						6.08	3.97	2.9	8.81	13.26	3.99	16.89	19.06	7.76	7.53	7.23	16.34	27.19	18.38	7.56	4.2
2478					16.87	7.06	7.12	6.12	6.77	14.02	4.06	8.05	10.49	9.24	4.68	3.85	7.09	6.45	4.18	3.76	2.97
2479					8.18	6.55	3.82	2.61	3	9.63	2.35	7.28	6.83	4.38	4.83	6.41	11.89	16.67	14.34	14.65	8.24
2480					12.75	6.25	5.65	6.16	8.54	14.36	7.07	18.21	16.79	5.05	3.94	6.23	10.48	15.42	9.1	8.01	6.3
2481					6.66	6.74	5.56	3.17	4.4	22.93	4.98	16	11.34	7.31	5.93	4.13	5.55	9.85	6.66	13.66	3.56
2482					16.54	11.35	9.52	7	24.94	51.38	13.68	34.75	25.99	18.5	11.35	7.03	12.19	6.83	4.97	4.65	3.42
2483					13.81	14.59	19.55	25.72	34.67	52.08	15.23	11.4	8.1	5.5	5.87	7.76	10.53	8.95	7.38	6.15	4.9
2484						8.93	6.05	5.81	9.99	17.41	2.89	8.75	11.08	5.27	4.24	6.4	11.13	22.02	17.65	21.33	8.24
2485					6.4	11.43	8.18	9.58	30	72.82	25.93	49.86	29.68	15.65	18.45	16.96	22.08	17.1	16.96	29.33	29.28
2486					17.18	9.67	11	5.33	5.51	33.27	4.8	16.25	13.6	4.76	3.42	3.16	4.07	6.11	4.63	4.55	2.83
2487					16.69	8.69	8.03	5.4	8.03	16.79	8.43	16.23	28.03	31.3	31.11	69.91	31.33	36.33	25.11	16.79	13.06
2488				50.64	43.03	30.01	20.56	18.8	30.23	51.07	22	27.66	23.26	18	9.86	13.84	23.49	31.81	20.82	21.15	21.3
2489				20.2	13.95	9.6	6.2	4.19	8.38	14.94	3.64	7.71	8.66	5.99	5.52	5.03	5.72	16.79	8.75	6.07	4.08
2490					12.96	9.04	7.49	5.72	9.42	15.51	4.98	15.43	11.88	6.72	5.89	6.69	8.92	15.67	18.72	10.7	5.39
2491					9.56	7.2	5.93	8.91	14.27	20.42	4.96	11.83	11.84	7.51	6.6	7.41	10.28	16.51	12.51	9.76	5.36
2492					12.88	8.43	6.45	4.93	4.73	13.26	5.27	14.08	19.92	14.9	11.82	13.14	17.36	51.39	39.68	27.74	26.49
2493							23.17	13.22	8.88	19.11	7.42	17.89	19.71	16.78	20.01	32.62	33.37	21.2	16.65	10.22	5.52
2494					11.31	9.18	5.08	3.43	7.69	31.13	5.61	25.99	13.8	5.78	4.94	3.66	5.84	7.05	5.62	5.35	1.94
2495				14.7	9.69	7.4	7.39	10.73	18.18	67.13	31.34	45.11	15.22	6.5	7.5	10.59	10.38	10.2	10.24	9.18	10.69
2496					11.22	11.64	6.83	4.41	6.37	12.84	4.25	9.53	10.26	8.95	9.83	22.2	17.46	15.92	13.06	15.15	8.36
2497					5.76	6.68	6.08	4.09	5.93	15.24	10.73	15.25	13.23	8.66	8.16	11.31	9.91	14.73	12.2	10.78	8.56
2498	5.41	8.17	10.67	7.65	7.73	9.2	9.68	8.32	13.89	39.14	19.99	37.61	34.68	33.48	33.06	48.95	41.78	33.2	29.44	39.33	34.86
2499	12.79	18.62	27.66	12.85	8.09	8.56	5.12	3.2	4.19	7.61	2.64	5.15	4.09	2.69	2.37	2.78	4.68	6.18	4.6	3.64	2.52
2500	5.62	10.16	14.07	10.24	7.92	10.43	8.09	3.77	3.1	7.48	2.34	8	7.7	4.46	3.49	5.65	6.97	12.79	9.53	6.84	4.98
2501	13.15	13.88	16.7	11.02	5.99	4.59	2.81	2.04	2.29	8.54	4.27	8.61	6.79	9.33	4.42	5.26	8.56	12.32	15.1	6.77	4.08
2502	5.1	6.73	11.25	9.56	6.98	5.14	4.01	3.49	3.16	8.67	2.8	7.3	6.06	6.76	7.17	9.51	11.14	34.38	20.67	7.2	7.71
2503	9.8	13.3	18.65	14.59	11.17	9.89	6.48	5.61	8.07	17.3	5.55	11	12.85	7.24	7.2	8.47	12.15	25.62	23.63	13.6	9.73
2504	12.99	20.98	20.76	12.8	7.34	5.75	4.89	3.84	7.96	12.86	4.7	10.15	7.23	4.59	6.21	5.23	12.94	16.33	8.71	7.3	6.11
2505	5.72	6.9	16.72	11.56	10.35	9.56	6.38	3.46	3.3	8.78	2.38	6.46	6.18	3.93	6.08	6.07	6.97	10.62	16.79	7.92	4.15
2506	4.38	4.69	6.77	5.81	5.11	5.92	2.85	1.57	2.41	7.26	2.38	5.58	4.73	2.59	3.91	2.93	4.1	5.02	7.96	5.76	3.1
2507	6.25	6.72	13.2	11.64	9.57	6.54	5.04	4.18	7.6	15.28	6.55	14.35	24.44	13.25	13.31	24.77	7.92	12.66	10.38	5.45	1.72
2508	12.97	13.18	15.38	10.01	9.25	8.12	6.71	5.52	7.25	21.37	5.62	12.15	7.63	5.15	4.83	6.18	11.97	15.35	6.57	4.98	3.99
2509	10.48	10.15	16.4	11.91	10.22	8.09	6.23	5.96	9.6	22.58	7.15	25.88	29.6	26.1	21.55	23.32	32.33	43.26	37.23	41.16	45
2510	10.6	11.91	21.92	18.67	13.25	5.78	6.18	6.42	9.33	15.54	5.74	13.07	12.34	8.16	17.13	13.62	16.82	21.56	14.03	8.36	4.91
2511	10	11.42	32	19	16.11	10.72	7.29	6.69	4.98	12.22	5.19	7.86	9.17	10.61	11.68	10.43	13.3	11.63	11.7	10.16	3.59
2512	13.51	12.4	19.11	12.99	8.3	3.05	2.83	4.42	7.2	19.43	4.36	12.18	9.25	6.65	9.4	9.8	11.75	22.54	21.04	13.26	10.48
2513	9	9.25	16.05	13.81	10.12	12.22	8.58	9	13.9	27.31	10.68	17.92	13	9.37	8.85	8.61	9.38	12.48	12.3	9.52	4.76
2514	11.12	9.19	14.6	13.93	10.8	8.05	7.37	5.12	4.5	7.73	3.14	8.64	8.12	8.53	8.14	6.69	9.95	16.14	14.59	10.83	6.49
2515	8.02	9.33	16.3	15.14	11.3	7.49	8.32	7.1	5.17	11.51	4.46	9.29	8.69	7.26	6.51	7.08	9.24	17.11	14.45	11.4	8.47
2516	14	9.46	13.75	15.11	11.56	6.82	3.45	2.6	3.87	9.53	5.26	7.69	7.26	3.19	3.56	9	9.34	20.74	16.19	10.57	5.4
2517	7.33	7.9	12.72	8.86	5.57	5.06	3.97	3.45	4.69	12.35	3.95	12.27	10.19	5.79	6.94	6.17	8.28	16.99	14.41	17.97	5.67
2518	10.39	9.02	17.3	12.18	11.03	7.82	6.68	7.89	5.77	10.96	3.61	18.26	16.85	9.91	8.37	9.6	14.52	18.95	13.44	8.53	8.08
2519	8.54	13.78	15.92	10.82	8.24	6.11	6.48	4.16	3.44	7.91	6.88	10.08	8.73	5.49	5.41	9.28	12.79	16.86	8.6	6.65	6.05
2520	6.2	8.77	11.45	10.75	7.97	6.72	4.75	3.13	3.47	8.89	4	8.1	6.83	3.54	3.43	8.95	7.97	16.54	13.69	7.68	4.94
2521	8.3	8.65	12.98	9.1	6.84	5.7	5.7	6.41	10.5	16.53	6.82	15.1	11.92	7.3	6.75	8.47	10.46	18.09	14.13	10.17	6.34
2522	8.93	7.28	9.18	6.16	6.1	2.88	1.62	1.57	1.21	15.23	9.83	13.79	12.83	5.39	7.13	9.35	17.11	24.74	20.88	15.36	11.27
2523	6.13	8.16	14.12	9.8	6.54	4.98	3.78	2.81	3.36	7.47	6.41	10.21	8.27	4.9	5.37	9.38	10.72	29.68	15.44	10.3	6.91
2524	8.89	7.12	8.2	11.6	13.55	9.31	6.65	6.61	7.11	12.15	5	7.89	7.28	14.42	13.5	30.37	18.19	18.83	17.66	15.2	8.15
2525	10.2	10.85	19.04	15.8	11.68	5.71	4.12	4.75	4.81	12.97	5.53	12.2	12.21	13.61	8.71	10.73	12.01	21.57	17.74	19.42	2.55
2526	10.05	11.45	17.67	18.48	10.87	7.9	8.16	10.29	8.22	10.5	3.79	9.65	14.67	20.44	13.23	11.38	13.56	16.62	13.86	14.88	10.79
2527	9.17	16.93	20.25	14.55	10.83	10.36	6.91	3.97	3.9	9.98	3.02	6.83	8.38	15.05	15.87	36.97	37.88	37.89	23.3	16.66	10.24
2528	15.03	13.82	16.14	10.83	8.91	6.56	4.9	4.17	5.8	25.8	9.14	17.25	9.02	7.13	10.1	12.24	16.27	14.21	17.69	14.61	8.52
2529	10.19	10.88	13.52	11.25	10.04	7.38	5.8	6.15	11.78	22.48	7.67	13.68	9.12	6.77	9	11.76	23.79	22.39	18.56	16.95	11.26
2530	13.66	14.52	24.93	18.1	11.08	8.85	5.89	4.29	7.15	14.53	7.17	12.56	10.42	7.2	7.62	17.85	15.44	21.21	19.98	14.62	9.81
2531	13.85	19.99	21.99	15.38	8.85	5.91	4.03	4.13	6.71	22.61	7.48	9.52	7.29	4.54	4.26	4.3	6.2	15.79	12.36	13.4	9.08
2532	9.86	11.2	22.25	14.64	16.34	13.11	3.9	2.92	4.37	7.93	3.9	7.53	9.38	22.79	17.94	23.96	40.51	65.01	26.8	28.4	16.24
2533	24.25	13.32	19.2	13.4	15.92	15.5	10.03	8.49	8	16.81	7.44	18.97	13.53	8.35	11.32	10.05	14.75	32.15	45.45	18.47	11.88
2534	13.7	17.58	24.25	16.09	13.28	9.33	7.08	6.36	6.73	14.84	7.22	16.2	13.93	9.31	9.61	32.23	32.37	26.27	19.74	18.5	13.74
2535	6.74	7.39	8.61	7.58	6.68	7.96	6.04	5.31	5.71	20.11	8.24	12.63	7.95	6.02	5.47	8.33	7.23	23.16	20.34	8.8	5.47
2536	7.36	7.95	14.15	11.88	10.19	6.66	7.82	8.48	8.48	17.28	8.01	15.88	11.26	8.42	6.81	10.04	16.25	45.74	23.12	14.53	9.45
2537	11.06	12.98	43	14.39	9.51	8.99	9.11	5.96	6.87	13.6	4.42	9.48	11.91	6.63	4.7	5.71	8.18	14.75	10.53	9.15	3.23
2538	11.1	10.34	11.68	10.11	8.92	6.89	5.26	3.25	3.82	8.08	3.36	6.76	5.97	4.15	4.62	4.07	6.34	21.82	12.85	7.28	4.47
2539	11.61	11.43	10.48	6.6	3.34	3.53	2.68	1.48	2.97	6.13	2.43	4.46	3.4	2.47	2.54	2.49	3.64	5.43	3.97	2.68	1.89
2540	6.09	8.74	13.4	8.4	5.67	5.06	3.52	2.1	2.3	6.09	2.62	6.66	5.81	4.17	4.15	7.3	10.43	28.84	17.43	5.29	2
2541	8.39	7.71	11.86	9.6	8.1	5.79	4.99	5.45	11.74	32.07	9.92	27.33	13.45	8.38	7.18	7.76	11.82	16.16	11.42	10.74	7.4
2542	20.5	24	31.14	14	10.27	6.2	3.17	2.2	2.65	6.65	4.05	11.22	6.12	3.73	4.23	3.23	8.16	6.95	6.1	5.58	3.93
2543	6.55	7.21	17.21	14.69	8.85	4.74	6.31	3.32	3.19	9.35	3.49	12.01	10.68	6.44	7.67	11.74	11.72	13.97	13.21	11.1	6.11
2544	5.99	8.57	22.8	14.46	9	15.51	6.72	5.27	14.77	35.86	3.89	14.94	10.26	8.02	8.77	8.29	12.14	15.19	18.63	29	22.78
2545	12	17.58	29.98	17.6	13.52	9.33	7.09	8.37	7.21	11.39	4.29	9.08	9.24	6.26	5.78	12.04	20.85	38.61	28.43	25.44	19.56
2546	9.24	8.9	16.43	11.13	7.87	7.26	5.77	3.93	4.06	11	3.62	8.59	7.2	4.34	3.96	4.55	8.46	16.53	11.09	5.58	4.14
2547	15.18	13.19	15.36	14.39	13.18	10.27	6.89	6.18	13.88	24.52	13.28	25.28	16.8	11.33	11.9	16.99	37.5	50.14	22.13	19.03	12.99
2548	6.75	7.95	13.8	12.47	20.04	12.26	5.12	4.79	6.64	16.65	11.18	18.47	22.57	7.33	6.18	6.13	8.68	11.93	8.58	5.81	3.95
2549	4.49	7.14	9.15	7.68	6.61	5.32	3.72	2.58	4.4	11.42	2.88	6.66	4.87	3.55	4.2	3.24	5.91	7.69	5.31	4.27	3.44
2550	6.8	7.64	14.19	10.86	8.25	6.5	4.56	3.92	4.62	14.13	5.06	11.69	11.27	6.88	6.42	6.94	12.06	47.24	26.95	17.4	3.03
2551	5.21	5.37	7.79	5.89	4.71	3.68	3.14	1.94	3.9	10.87	2.89	7.93	8.25	5.49	3.84	3.44	5.27	11.15	7.71	8.96	5.11
2552	6.2	6.4	10.5	6.84	5.9	5.04	3.79	2.25	2.24	7.69	3.39	6.61	11.89	7.85	10.09	9.7	13.49	17.62	16.74	15.84	11.8
2553	7.39	10.3	15.05	10.03	7.74	4.96	4.19	3.46	5.81	12.16	5.05	12.19	13.56	8.14	8.3	11.21	14.85	24.77	30.81	25.27	16
2554	5.94	7.49	14.24	12	10.74	6.31	6.13	4.26	7.62	26.38	3.26	8.16	18.33	7.35	7.56	9.54	14.84	10.19	7.29	6.75	7.28
2555	8.21	8.01	10.48	10.1	6.6	4.82	4.47	4.12	10.78	21.5	5.64	14.74	6.92	3.73	5.29	6.91	6.86	7.79	6.39	6.2	5.58
2556	16.8	11.93	15.7	11.69	8.99	7.69	4.15	2.55	3.63	10.07	3.68	8.35	7.05	4.32	4.14	6.24	8.29	14.11	8.97	6.56	4.31
2557	5.43	9.19	17.39	8.49	6.32	4.73	3.9	3.16	7.29	27.91	5.5	12.59	11.91	7.32	7.52	11.55	18.02	21.94	17.18	11.09	9.47
2558	6.42	5.63	9.51	7.04	6.21	4.8	3.6	2.36	2.78	9.58	5.13	6.73	6.14	6.39	5.45	5.74	10	27.69	15.31	11.08	5.61
2559	6.66	8.58	19.95	25.86	18.14	19.33	4.8	3.9	7.03	11.57	5.32	9.23	13.32	6.03	8.06	12.83	11.66	18.61	35.63	19.49	10.11
2560	7.43	8.49	10	8.32	6.04	8.32	7.11	7.29	11.26	24.91	4.56	11.3	10.98	6.99	8.13	11.36	15.8	37.53	37.27	37.79	8.78
2561	6.23	6.1	10.71	8.39	7.93	4.95	5	3.74	3.47	15.29	4.69	12.28	7.14	4.69	5.1	4.39	7.59	10.84	8.85	5.67	4.17
2562	7.65	7.1	10.19	8.16	6.5	4.9	3.47	3.03	4.58	14.13	4.92	13.2	11.38	7.58	14.95	7.22	7.3	10.14	7.86	6.18	4.35
2563	3.76	4.7	7.79	5.8	4.68	5.77	5.04	3.77	17.7	81.77	12.31	26.49	25.9	14.46	12.4	16.91	35.62	39.69	29.7	26.66	9.56
2564	8.88	6.67	11.97	11.56	9.72	9.11	7.45	8.75	17.06	22.69	4.66	10.97	9.09	6.99	6.77	8.73	11.92	19.19	14.21	13.03	6.85
2565	11.53	10.59	30.28	15.2	10.29	6.59	5.61	4.79	4.76	17.17	4.7	10.72	10.58	14.15	16.31	11.36	19.77	23.58	16.42	11.81	4.15
2566	2.92	3.54	4.77	3.65	3.15	5.86	5.02	4.18	6.1	16.82	5.53	10.97	8.48	5.95	5.29	3.05	4.33	6.48	6.44	6.33	4.99
2567	6.67	10.92	15.7	12.21	7.75	5.4	4.03	3.29	3.85	14.8	5.63	9.69	12.26	7.13	7.53	8.83	8.17	22.39	19.98	11.41	10.37
2568	17.06	16.31	21	15.92	9.29	8.56	5.15	4.1	9.22	22.46	8.99	24.79	28.21	8.93	13.4	19.5	18.56	9.92	9.88	18.84	13.85
2569	6.49	11	16.65	11.27	8.64	5.72	2.33	2.35	4.07	8.51	4.24	10.69	11.25	10.29	15.79	6.2	5.46	4.84	3.84	3.66	2.44
2570	10.78	12.7	16.11	13.8	12.65	6.97	4.57	2.77	3.59	10.76	5.09	9.69	7.67	5.27	5.94	8.31	10.34	16.03	16.19	10	7.07
2571	7.58	7.96	12.99	10.44	6.96	5.03	4.46	4.21	13.34	29.96	8.69	11.65	11.74	6.9	7.25	6.53	8.96	13.52	10.12	10.26	5.25
2572	7.03	6.07	10.38	9.15	7.21	7.02	10.63	17.24	29.39	48.88	17.96	43.79	47.39	33.28	35.27	28.88	47.93	51.63	39.93	33.73	24.19
2573	4.7	5.2	9.58	8.42	7.82	4.79	2.94	2	2.63	7.48	2.6	7.8	6.37	5.95	6.97	6.06	8.16	20.04	10.79	5.86	4.9
2574	8.25	11.98	14.25	10.65	7.45	6.09	5.56	5.83	10.53	25.46	14.45	24.47	25.4	26.65	22.15	18.73	25.75	41.44	32.03	25.72	18.39
2575	6.21	5.15	6.52	4.87	3.52	2.78	1.84	1.53	2.79	11.32	2.99	6.45	6.36	3.5	4.86	3.73	5.9	7.53	6.71	7.99	4.15
2576	10.19	8.1	11.7	7.97	5.8	5.34	3.89	2.17	2.19	7.6	2.87	6.95	9.23	8	8.79	15.41	19.51	31.25	33.09	32.87	23.36
2577	8.96	11.23	13.51	8.42	6.54	5.05	4.21	2.67	3.89	5.74	2.33	4.95	5.31	3.46	3.67	4.35	6.07	23.93	13.66	10.1	2.3
2578	12.55	9.34	15.4	9.4	5.88	5.52	3.86	3.85	5.7	16.43	5.67	16.57	21.26	16.63	28.81	15.04	18.63	22.89	22.6	46.66	22.82
2579	10.61	6.45	10.76	10.32	7.19	5.04	4.13	2.39	2	5.42	9.55	52.75	45.86	10.93	13.68	24.79	14.22	24.28	13.39	25.39	11.31
2580	12.94	12.5	13.35	10	6.95	5.55	4.95	3.23	4.32	20.49	7.76	26.56	16.13	7.84	7.3	11.35	10.38	17.62	10.33	6.82	4.58
2581	11.78	12.24	19.37	16.71	14.36	11.15	7.88	4.44	4.1	10.15	3.43	8.99	19.47	11.2	11.48	11.79	15.82	23.99	19.84	19.14	10.17
2582	7.75	11.35	13.35	7.32	7.01	8.83	5.85	2.66	2.84	6.51	3.01	12.23	19.12	6.41	5.5	8.24	8.31	10.84	8.99	7.39	4.13
2583	10.86	9.5	12.63	10.61	9.73	8.45	4.8	3.64	4.45	9.49	4.58	9.55	7.5	4.3	4.02	7.46	8.64	12.79	8.93	6.85	3.49
2584	5.69	6.25	16.08	9.51	12.23	9.02	4.34	2.15	3.99	10.51	3.29	6.61	10.03	6.26	4.2	3.05	5.87	5.44	9.36	6.75	3.69
2585	14.28	12.28	22.75	17.91	14.8	10.18	9.31	6.76	6.11	22.38	5.16	11.29	21.38	18.18	11.49	7.94	6.76	7.67	7.02	8.49	4.57
2586	10.29	12.95	17.02	14.25	12.9	6.46	4.33	3.24	5.77	10.19	4.17	9.13	9.48	6.96	4.61	3.97	5.33	10.01	10.12	7.84	3.66
2587	10.05	9.32	14.67	10.37	7.71	6.02	4.42	4.16	6.56	15.92	5.99	9.66	11.96	3.89	4.58	5.28	7.19	10.46	7.95	6.22	4.26
2588	7.65	8.33	20.88	13	19.78	14.4	5.42	4.77	4.77	9.93	4.02	11.2	11.72	15.04	11.32	7.87	11.22	11.84	15.41	9.05	5.76
2589	5.83	8.3	16.9	8.01	4.17	5.47	1.65	1.47	2.16	7.11	1.98	7.75	9.91	4.79	5.98	5.21	17.2	41.46	22.05	22.47	4.5
2590	4.87	5.48	10.18	7.33	5.63	4.22	2.97	1.96	2.38	9.78	4.53	9.55	6.54	5.06	5.18	7.3	9.58	11.61	7.67	5.52	3.2
2591	9.87	8.9	14.25	11.09	8.89	12.62	6.7	4.97	8.91	27.4	8.68	12.43	8.34	6.05	6.04	8.55	17.13	11.27	10.08	10.49	7.07
2592	28.35	32	35.81	21.34	13.5	10.27	11.13	7.83	23.59	46.61	11.73	22.61	16.04	8.14	7.69	12.27	15.81	31.05	19.66	14.66	11.55
2593	8.3	8.42	13.8	6.3	5.08	4.63	3.2	1.91	3.1	11.3	6.89	17.3	17.15	9.09	10.6	6.69	10.97	8.83	8.17	10.35	6.45
2594	6.79	8.1	14	11.72	7.83	8.7	4.58	2.58	4.61	13.08	3.77	13.59	14.06	11.58	9.96	7.58	8.67	16.73	18.56	10.41	5.25
2595	9.2	14.76	12.42	7.67	6.05	5.37	4.21	2.48	1.98	5.16	2.28	6.25	6.96	4.57	5.29	4.79	4.61	8.81	11.79	7.21	4.56
2596	5.88	6	9.38	7.86	5.62	4.24	3.37	2.97	4.76	18.45	4	10.87	12.65	9.76	7.45	6.52	8.02	11.11	9.53	8.2	6.21
2597	11.56	13.4	18.9	11.64	6.96	8.26	7.31	7.17	3.92	6.68	4.01	9.38	5.9	6.28	7.35	4.19	5.97	7.57	5.95	3.77	3.31
2598	9	9.95	14.2	12.73	11.78	8.02	6.56	4.42	6.66	34.72	9.66	21.33	9.45	5.08	4.16	3.75	5.02	6.98	2.85	3.1	2.35
2599	27	18.9	17.71	13.15	7.9	6.62	4.95	3.89	4.32	8.47	4.15	6.74	5.72	4.97	4.48	4.64	5.67	10.84	10.63	7.48	5.49
2600	7.75	15.15	22.35	12.48	9.18	6.72	6.03	2.74	2.98	15.48	4.58	18.8	11.91	7.71	8.62	15.7	12.76	37.28	8.47	8.25	6.89
2601	10.37	14.7	16.49	13.83	8.58	7.01	5.67	6.8	13.89	33.27	14.29	40.15	44	31.94	25.59	21.78	24.99	32.39	23.43	25.06	28.3
2602	11.08	14.66	18.4	12.7	9.45	7.65	5.35	3.93	4.05	10.51	3.19	8.22	7.7	5.72	5.65	9.49	10.76	17.43	12.39	6.78	4.88
2603	8.34	11.78	12.3	8.27	6.27	4.61	4.03	2.83	2.81	8.36	3.13	8.08	9.11	5.05	6.03	7.34	8.43	11.77	10.56	7.09	4.22
2604	7	7.28	18.8	11.79	8.78	6.4	3.78	3.69	4.56	9.36	5.04	9.8	6.95	4.7	6.98	5.24	7.11	7.71	7.67	7.56	4.52
2605	20.9	16.49	28.65	12.39	7.44	5.52	5.8	3.4	6.6	41.7	10.71	26.16	20.76	12.82	13.71	19.69	41.18	42	50.18	50.18	7.96
2606	11.83	12.8	14.71	10.18	6.8	4.45	3.38	2.09	1.96	4	2.59	7.55	5.54	3.6	3.59	4.87	5.05	24.32	17.49	9.4	6.28
2607	8.53	8.61	15.78	13.15	6.51	5.39	2.53	2.93	3.09	12.66	4.06	13.87	9.82	7.26	7.09	7.52	15.8	24.02	20.74	11.23	5.16
2608	16.19	13.09	15.11	9.17	7.06	5.89	5.04	5.1	5.55	14.61	3.04	8.41	5.24	4.39	4.72	4.04	5.77	11	9.03	5.91	5.26
2609	15.12	16.72	20.4	21.73	18.87	14.62	1.69	2.76	7.53	19.14	8.81	16.75	15.85	6.01	5.24	5.33	8.9	14.45	12.46	7.95	7.36
2610	8.38	9.1	20.7	7.74	5.09	3.3	2.69	2.22	3.47	10.2	3.11	9.3	9.05	5.9	5.84	6.04	7.1	11.2	9.53	7.89	5.7
2611	14.34	22.49	23.85	14.58	16.33	11.51	3.49	3.5	17.83	49.52	12.16	38.09	30.12	12.29	14.99	17.54	21.49	22.6	17.96	17.6	10.46
2612	7.11	9.85	14.46	11.54	7.53	14.29	13.38	6.36	8.31	21.34	4.37	9.37	8.44	9	8.5	6	6.72	6.49	7.91	9.78	8.01
2613	10.99	12	9.03	8.09	5.37	4.31	4.34	3.4	3.62	9.7	3.2	11.58	10.21	9.26	11.18	10.14	15.48	16.86	15.95	29.69	18.4
2614	11.9	10.07	16.65	11.78	12.07	6.91	4.51	2.98	3.66	11.69	5.81	28.01	30.21	20	17.7	17.91	28.05	29.04	16.13	16.51	9.98
2615	8.88	7.26	10.18	5.83	3.65	2.99	2.18	1.78	4.67	21.42	4.83	10.06	5.72	3.37	3.96	2.55	4.62	6.78	4.45	3.66	2.42
2616	10.98	8.95	12.48	14.36	12.6	8.63	3.72	1.86	1.78	4.35	3.34	9.3	9	6	10.24	16.24	13.57	40.98	21.4	33.73	21.13
2617	9.45	13.5	28.44	11.17	7.92	5.09	3.1	2.3	3.14	12.24	3.23	9.37	7.35	5.76	4.39	6	7.33	9.42	12.55	8.18	5.74
2618	17.1	12.1	17.17	8.65	6.44	5.84	4.22	1.99	2.3	10.08	2.92	7.54	5.71	4.78	4.59	3.79	6.59	6.94	5.2	2.73	1.3
2619	7.1	5.21	8.69	10.72	8.39	6.11	4.44	3.64	11.71	46.4	6.11	13.95	8.07	5.12	8.55	7.55	12.71	13.42	8.19	6.41	5.34
2620	15	11.54	18.87	16.09	10.45	5.08	6.8	7.2	8.35	16.51	3.51	9.63	14.05	10.32	8.68	7.72	12.18	23.62	23.61	19.77	9.38
2621	10.9	12.98	17	14.58	12.01	9.27	6.45	6.09	13.48	18.4	11.17	23.18	36.03	29	19.72	15.86	20.25	35.29	30.82	25.48	16.93
2622	12.62	8.18	13.24	9.59	6.3	4.14	2.6	2.31	4.64	14.15	3.36	9.43	12.99	7.17	7.44	6.2	11.92	9.62	8.36	6.11	2.71
2623	8.37	12.93	17.2	9.1	7.42	4.83	3.05	3.13	3.65	10.28	3.14	8.61	9.39	5.5	6.53	10.77	13.32	34.2	36.1	30.1	14.68
2624	7.5	8.23	12.53	9.5	8.2	5.68	7.11	7.9	11.47	20.27	9.11	23.57	23.23	17.31	14.16	16.02	25.11	51.32	29.46	32.29	21.3
2625	14.67	9.79	12.31	11.4	8.5	6.68	4.26	4.2	6.72	25.6	8.62	15.62	7.79	3.91	4.43	5.43	11.3	9.32	8.2	10.1	6.98
2626	11.37	9.65	40.8	18.16	12.82	14.78	11	7.73	6.15	9.88	4.5	14.19	15.88	10.97	8.37	13.14	20.39	51.43	23.08	17.79	15.29
2627	8.8	11.86	15.38	8.96	7.91	4.83	3.72	2.33	2.99	6.24	2.36	5.93	7.35	7.87	6.15	7.57	8.51	10.98	8.31	6.95	6.52
2628	6.43	4.94	7.06	5.35	5.1	3.03	1.67	1.32	1.94	7.46	2.95	7.29	5.23	6.69	5.26	7.97	9.9	7.85	9.82	4.26	2.36
2629	12.95	7.7	10.14	7.89	5.62	4.03	2.02	1.83	2.06	6.16	3.15	8.38	12.8	8.21	5.5	5.03	10.73	15.46	19.28	34.89	27.71
2630	7.85	7.4	12.25	9.13	9.64	7.25	5.77	5.51	22.25	37.49	6.87	14.21	17.89	10.18	8.94	12.09	15.65	13.35	12.72	10.52	8.75
2631	6.81	7.65	15.43	13.29	7.83	7.8	3.72	3.07	4.63	12.8	5.21	10.53	19.98	21.08	20.63	32.02	47.98	49.02	33.54	32.32	47.47
2632	11.47	8.52	13.43	12.01	10.14	5.74	5.24	3.97	4.73	10.83	3.61	8.08	8.35	5.73	5.23	8.16	9.62	19.72	28.31	27.81	23.84
2633	9.57	7.94	14.02	11.8	8.83	6.35	4.96	4.38	10.31	41.67	10.74	22.1	18.94	8.95	7.61	12.52	19.05	19.64	14.33	12.02	7.44
2634	13.65	12	13.71	10.09	6.05	8.57	3.36	2.12	3.27	11.48	3.32	7.9	7.54	8.7	11.07	9.74	11.55	20.38	17.48	9.19	7.96
2635	9.4	7.7	9.85	8.75	7.39	4.46	2.8	2.05	3.75	7.76	2.8	6.06	4.71	3.76	4	5.32	11.18	20.47	15.55	6.61	4.73
2636	16.72	15	17.28	12.93	15.36	15.44	14.54	5.97	5.37	8.76	3.12	8.93	9.31	7.94	6.21	6.4	10.4	23.9	24.42	14.7	9.63
2637	14.99	7.85	11.27	7.86	5.55	4.59	4.34	2.86	3.33	6.4	2.4	5.76	5.84	3.19	3.5	5.05	7.72	14.23	11.57	6.01	3.9
